Date-Time,Description,Operation
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\per diem.docx to C:\Users\favou\Downloads\Organized\Documents\per diem.docx
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\Coach Angel.html to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\GPAP Introduction Letter.docx to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\GPAP Introduction Letter.docx to C:\Users\favou\Downloads\Organized\Documents\GPAP Introduction Letter.docx
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\favourdumkwu (1).png to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\Coach Angel.html to C:\Users\favou\Downloads\Organized\Code\Coach Angel.html
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\favourdumkwu.png to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\favourdumkwu (1).png to C:\Users\favou\Downloads\Organized\Images\favourdumkwu (1)(1).png
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\neon-reporter-447214-e8-b5d9b7841336.json to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\neon-reporter-447214-e8-b5d9b7841336.json to C:\Users\favou\Downloads\Organized\Code\neon-reporter-447214-e8-b5d9b7841336.json
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\Chandler_Moore_-_Omemma.mp3 to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,WARNING,No category found for time-clocks-ordering-events-distributed-system.bib
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\Chandler_Moore_-_Omemma.mp3 to C:\Users\favou\Downloads\Organized\Music\Chandler_Moore_-_Omemma.mp3
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\favourdumkwu.png to C:\Users\favou\Downloads\Organized\Images\favourdumkwu(1).png
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\OKOCHA NATASHA KECHUKWUYENUM--.docx to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\CamScanner 01-21-2025 18.07.pdf to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\OKOCHA NATASHA KECHUKWUYENUM--.docx to C:\Users\favou\Downloads\Organized\Documents\OKOCHA NATASHA KECHUKWUYENUM--.docx
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\CamScanner 01-21-2025 18.07.pdf to C:\Users\favou\Downloads\Organized\Documents\CamScanner 01-21-2025 18.07.pdf
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\DSA_Book.pdf to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\ngrok-v3-stable-windows-amd64.zip to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\DSA_Book.pdf to C:\Users\favou\Downloads\Organized\Documents\DSA_Book.pdf
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Image 2025-01-18 at 11.09.52 AM.jpeg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\ngrok-v3-stable-windows-amd64.zip to C:\Users\favou\Downloads\Organized\compressed\ngrok-v3-stable-windows-amd64.zip
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\WhatsApp Image 2025-01-18 at 11.09.52 AM.jpeg to C:\Users\favou\Downloads\Organized\Images\WhatsApp Image 2025-01-18 at 11.09.52 AM.jpeg
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\Rectangle 22 (1).png to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Image 2025-01-18 at 11.12.04 AM.jpeg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\CamScanner 01-21-2025 18.07 (1).pdf to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Image 2025-01-22 at 1.28.36 PM.jpeg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\Rectangle 22 (1).png to C:\Users\favou\Downloads\Organized\Images\Rectangle 22 (1).png
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\WhatsApp Image 2025-01-18 at 11.12.04 AM.jpeg to C:\Users\favou\Downloads\Organized\Images\WhatsApp Image 2025-01-18 at 11.12.04 AM.jpeg
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Image 2025-01-22 at 1.28.36 PM (1).jpeg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\WhatsApp Image 2025-01-22 at 1.28.36 PM (1).jpeg to C:\Users\favou\Downloads\Organized\Images\WhatsApp Image 2025-01-22 at 1.28.36 PM (1).jpeg
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\WhatsApp Image 2025-01-22 at 1.28.36 PM.jpeg to C:\Users\favou\Downloads\Organized\Images\WhatsApp Image 2025-01-22 at 1.28.36 PM.jpeg
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\Rectangle 22.png to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\vivek-k1j81fEYMfI-unsplash.jpg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\Rectangle 22.png to C:\Users\favou\Downloads\Organized\Images\Rectangle 22.png
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\vivek-k1j81fEYMfI-unsplash.jpg to C:\Users\favou\Downloads\Organized\Images\vivek-k1j81fEYMfI-unsplash.jpg
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Image 2025-01-24 at 8.11.48 PM.jpeg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Image 2025-01-22 at 1.28.37 PM.jpeg to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\WhatsApp Image 2025-01-24 at 8.11.48 PM.jpeg to C:\Users\favou\Downloads\Organized\Images\WhatsApp Image 2025-01-24 at 8.11.48 PM.jpeg
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\WhatsApp Image 2025-01-22 at 1.28.37 PM.jpeg to C:\Users\favou\Downloads\Organized\Images\WhatsApp Image 2025-01-22 at 1.28.37 PM.jpeg
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\Python Data Science Handbook.  Essential Tools for Working with Data by Jake VanderPlas (z-lib.org).pdf to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\Python Data Science Handbook.  Essential Tools for Working with Data by Jake VanderPlas (z-lib.org).pdf to C:\Users\favou\Downloads\Organized\Documents\Python Data Science Handbook.  Essential Tools for Working with Data by Jake VanderPlas (z-lib.org).pdf
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\GPAP Introduction Letter (1).docx to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\GPAP Introduction Letter (1).docx to C:\Users\favou\Downloads\Organized\Documents\GPAP Introduction Letter (1).docx
2025-01-26 20:17:09,INFO,Backed up C:\Users\favou\Downloads\Python_Datascience.pdf to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:09,INFO,Moved C:\Users\favou\Downloads\Python_Datascience.pdf to C:\Users\favou\Downloads\Organized\Documents\Python_Datascience.pdf
2025-01-26 20:17:10,INFO,Backed up C:\Users\favou\Downloads\WhatsApp Installer.exe to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:10,INFO,Moved C:\Users\favou\Downloads\WhatsApp Installer.exe to C:\Users\favou\Downloads\Organized\software\WhatsApp Installer.exe
2025-01-26 20:17:10,INFO,Backed up C:\Users\favou\Downloads\Code.8.Part.II.2024.x265.[9jaRocks.Com].mkv to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:10,INFO,Moved C:\Users\favou\Downloads\Code.8.Part.II.2024.x265.[9jaRocks.Com].mkv to C:\Users\favou\Downloads\Organized\Videos\Code.8.Part.II.2024.x265.[9jaRocks.Com].mkv
2025-01-26 20:17:10,INFO,Backed up C:\Users\favou\Downloads\Flow.2024.Fix.540p.x265.AAC.[9jaRocks.Com].mkv to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:10,INFO,Backed up C:\Users\favou\Downloads\GoogleCloudSDKInstaller.exe to C:\Users\favou\Downloads\Organized\backup\Downloads
2025-01-26 20:17:10,INFO,Moved C:\Users\favou\Downloads\Flow.2024.Fix.540p.x265.AAC.[9jaRocks.Com].mkv to C:\Users\favou\Downloads\Organized\Videos\Flow.2024.Fix.540p.x265.AAC.[9jaRocks.Com].mkv
2025-01-26 20:17:10,INFO,Moved C:\Users\favou\Downloads\GoogleCloudSDKInstaller.exe to C:\Users\favou\Downloads\Organized\software\GoogleCloudSDKInstaller.exe
